name_song,lyric,label
Hồng nhan,dòng thư gửi trao hư vô gửi chào đi vội tội sao yêu lệ hoen mi mùa xuân thầm đi chẳng níu kéo sao thương cố hương bốn phương say vấn vương vô tình tình may giọt lệ bầu trời hắt hiu trời mây đắng cay thương thương mẹ đành lưng âm lịch cười rưng rưng kia pháo hoa rộn ràng hàng mừng kết duyên duyên ohh trẻ lạc tâm tối rừng thông cánh chim lạc đàn bến đỗ ngừng trông đom đóm mắt xoay vòng gieo mầm sống chẳng công vun trồng ta trẻ đời bạc mưu sinh học lớp ta gọi lưu linh gắn bó sông cảnh vật hữu tình ta áo lụa sao chẳng phụ tình yêu bình yên đi ôm gió đêm gió vang câu tình ca lệ hoen mi mùa xuân thầm đi chẳng níu kéo sao thương cố hương bốn phương say vấn vương nắng ngã vàng nhân tình thương thân buồn lắm giã tràng lấp biển đông chả trông câu thả sông say ta tệ đem sống mơ thân hóa đá trái tim chẳng ngừng thở lính má cán phép khóc xe hư ráng độ đời kiếp lãng du chẳng may lữ đi hành trình chẳng nỡ trách ước đời bình yên chẳng buồn phiền ta kiệu hoa chẳng bận tình yêu mùi vị chẳng tây lệ hoen mi mùa xuân thầm đi chẳng níu kéo sao thương cố hương bốn phương say vấn vương,buồn
mãi mãi sẽ hết vào ngày mai,đừng yêu trọn kiếp mai sao đường đời đổi thay mau ta yêu đừng trùng khơi tận giới lỡ chân trời lạc hứa ta chẳng thể yêu đừng phù phiếm yêu chân thành trôi rất lỡ giây ta trở thành khứ hỡi ngỡ ta yêu đời sao hôm đổi thay tình yêu thể kia duyên tình thể vẹn đôi thời gian gian thay màu trái tim lầm than liệu ta yêu trọn kiếp trọn hơi thở yêu đừng phù phiếm yêu chân thành trôi rất lỡ giây ta trở thành khứ hỡi ngỡ ta yêu đời sao hôm đổi thay tình yêu thể kia thể thành đôi vết thương yêu mơ chẳng phép màu bàn rời ngỡ ta yêu đời sao hôm đổi thay tình yêu thể kia duyên tình thể vẹn đôi ôm nỗi đau đi,buồn
có hẹn với thanh xuân,nghẹn ngào chào tình đầu sách ngào đôi ta viết hoa mặt trời nụ cười đốt cháy lẽ xuân mai đi hẹn kỷ niệm đôi ta đành ghi tim đừng quên đầu tiên ta chìm trời yêu thương lỡ mai vô tình chào trái tim ta nỗi đong hẹn hoo uh uh ah uh ah uh hoo uh uh ah hoo uh uh ah ha ah ah hoo yeah hoo uh uh ah uh ah uh hoo uh uh ah hẹn oh oh bận worry about you bình tâm hay mắt nhòe suốt đêm dạo đi quán quen hay ồn tụi kết thúc bây sống sao ngừng khóc ngừng ôm nỗi chờ mong ok ngủ ngon hoài phép vui đau lỡ mai vô tình chào trái tim ta nỗi đong hẹn lỡ mai vô tình chào trái tim ta nỗi đong hẹn hoo uh uh ah uh ah uh hoo uh uh ah hoo uh uh ah ha ah ah hoo hoo uh uh ah uh ah uh hoo uh uh ah hẹn,buồn
Đắp Mộ Cuộc Tình,xây giấc mộng ban đầu yêu thuở đôi mươi độ trăng tròn phố áo trắng đường lá thư ướp mộng học trò tình xanh khúc hát hẹn thề lỡ duyên thơ đi chẳng giã thay áo áo hoa pháo đỏ rượu nồng nát cõi đứng chồng hai mươi mộng dở dang khắc sâu bóng nàng lắng cung đàn hẳn vui duyên hai mươi rượu uống cố quên đi say hoài sầu vơi tình ta tiếc uống ly ôm giấc mộng lỡ làng chiều lắng tiếng mưa rơi đêm say chờ trăng tàn thu thay lá lá rơi đắp mộ tình lá bay chất đời ta rót ly,buồn
Em Dang Ben Ice,chẳng buồn chẳng đau phép nhiệm màu lối ta xưa đau chiềm bóng tối tim vỡ mộng đi tim đau dao cắt chia hai nỗi bao đêm ùa hình bóng giới bây bóng đêm bao đêm thâu sai cảm nỗi chẳng thể quên đi cảm giác kỉ niệm ngút ngàn lặng giây phút bóng nàng giọt mắt rơi ướt tràn tình ta hoa úa tàn mưa khóc thay niềm đau chẳng thể mờ phai thoát chẳng phút yếu chẳng thể quên đời sóng gió phong bộn bề cố thời gian đi dòng đời đớn đau hành trang bao đêm thâu sai cảm nỗi chẳng thể quên đi cảm giác,buồn
Nơi Tình Yêu Kết Thúc,yêu kia mùa đông rơi lạnh lẻ loi bàn rã rời lạc bao yêu dấu thương vơi vương môi mắt cay mùa đông kia yêu lẻ loi gom mây đừng mưa mãi rơi lối cầm sưởi ấm đôi vai gầy đi mưa mãi rơi lạc lối sao trời trắng xóa ân tình thành băng giá yêu đừng đi yêu kia mùa đông rơi lạnh lẻ loi bàn rã rời lạc bao yêu dấu thương vơi vương môi mắt cay mùa đông kia yêu lẻ loi gom mây đừng mưa mãi rơi lối cầm sưởi ấm đôi vai gầy đi mưa mãi rơi lạc lối sao trời trắng xóa ân tình thành băng giá yêu đừng đi lạc lối sao trời trắng xóa ân tình thành băng giá yêu đừng đi,buồn
giọt lệ sầu,giọt lệ tất giọt lệ giết trọn tim đêm hôm cánh ta nồng say tình xây mắt bao tan vỡ thề nguyền muôn nụ cười đôi mắt sao quên hôn suối tóc mềm đi mộng thần tiên mong giấc ngủ triền miên buồn trao đi tình yêu đôi ta quen muộn màng yêu vội vàng cạn đêm vội buồn phút chia nụ hôn trao bùi ngùi lo sợ đường đêm vắng đìu hiu tàn hẹn hò suy tư thức trắng sao đơn đau buốt tâm hồn quanh hồi hiên lá rụng buồn,buồn
Trả Em Về Lại Với Cuộc Đời,đường hôm chẳng mong cố tiếp đi sống mong vui cười mắt rơi gió thổi cay mi đừng lo đời xanh giấc mộng đôi ta kịp sao thể quên nụ cười yêu tuyệt vời bắt đầu đôi mắt sầu hình cũ vơi sắc màu mắt nụ cười lẫn lộn thăm nút thắt gã đần độn cảm ơn ghé thời xuân tổn thương vốn chữa lành cảm ơn cảm ơn khó quên tim chết,buồn
Đường Xưa,đường thương âm thầm bao hẹn thề xưa êm ấm trưa hè tình dâng đắm say vô bờ tiếng thơ mong chờ tiếng yêu tơi bời bao ngào ta vun xới đường xưa thơm nắng môi hồng tan nát giấc mơ hương nồng ta chới khuất chân trời hấp hối đêm mù khơi bóng tối vây nỗi đau xanh ngời vắng bao muộn phiền trông ngóng bao miền hỡi ngào sao hoang vắng xót đêm thao thức đong đêm đêm hao gầy ta chới khuất chân trời hấp hối đêm mù khơi bóng tối vây nỗi đau xanh ngời vắng ta thoáng bao tóc bay thoáng dáng yêu thương mai tiếng hát yêu thiết tha mơ màng ta gói trọn giấc mơ phai tàn vắng,buồn
Nếu Có Kiếp Sau,kiếp hay giấc mơ xưa thành chẳng hoàng hôn gốc trời mãi chẳng thể chạm kiếp chẳng hay kia cành bóng nắng lưng đồi chút bồi hồi nhẹ nhàng lau giọt mắt rơi vội tiếng hát văng vẳng đêm trường xót đời mấy trọn vẹn ta ngỡ trọn đời nắng khuất lấp lưng đồi tô vẽ bóng hình lẻ loi trời cỏ hoa chẳng đợi phương kiếp cầu mong quê hương chẳng chiến chinh dấu chân đi vương tình ánh trăng vàng gió ngàn hồn cạnh chàng,buồn
phía sau ánh mắt buồn,dường hôm vui đùa chân trời mưa buồn câu chia lặng thầm nỗi đau đánh tim lìa đi mau hề khóc sao nhạt nhòa yếu đuối đơn côi mắt rơi mãi thể dấu mắt lệ đắng rơi mắt nỗi đau cố quên đằng đôi mắt ngóng trông dấu yêu yêu hỡi mong bóng trở nỗi buồn đi,buồn
cần một ai đó,đôi đơn thói quen đời chẳng sợ chẳng dám buông lơi vui buồn vơi gửi bao lệ hoen cay màn đêm trôi giấu bao tâm tư nụ cười môi cất đi buồn thương hát muộn phiền sao chẳng thể bình yên lau giọt mắt vòng ôm dịu dàng ôm giúp muộn phiền bình yên cạnh mong ước tất lang thang nỗi sầu dòng suy quẩn quanh chẳng dối vui chẳng đớn đau hay lo buồn sai chẳng vui hằng sầu đau biệt ly chẳng dám hướng sợ ta chẳng mai lau giọt mắt vòng ôm dịu dàng ôm giúp muộn phiền bình yên cạnh mong ước tất bao nhiêu tình đi muộn phiền đớn đau xót niềm dường ôi sao lặng bóng tối đời nắng mai yêu thương chẳng giùm lau giọt mắt vòng ôm dịu dàng ôm giúp buồn đau bình yên cạnh mong ước tất mong bình yên,buồn
Cuộc Sống Anh Ổn Không,hôm mấy sao lệ sao tuôn chảy yêu đừng chia chẳng đấy vứt tình cảm vốn đong bao nỗi lo thói quen ta cạnh tất chẳng đắn đo sao mắt rơi sống ổn hi vọng khóc khổ tâm đừng đớn đau đừng ghì chặt trách đi đừng cất thương tổn thương thương trách thân chẳng ân ta mặc đi ân hận trời gió phương hôm đấy đừng níu đừng khóc bảo đi đau lắm vứt tình cảm vốn đong bao nỗi lo thói quen ta cạnh tất chẳng đắn đo sao mắt rơi sống ổn hi vọng khóc khổ tâm đừng đớn đau đừng ghì chặt trách đi đừng cất tổn thương trái tim bất trách thân chẳng ân ta mặc đi ân hận thương lắm tỏ nhẫn tâm giấu tình cảm ổn,buồn
Điều Gì Khiến Em Confused,đường hài giấc mơ tường suy ta mãi vô chân ta hằng đầu kia trao hay thể quên đi quê nhảy maybe i don t know why i don t know why see you for a ride vui buồn hay sao hay cười lạ lạ hôm đêm vui đời sao hâm lão coi hai ta chế đường vui ta xong suối đêm rượu trắng chám bánh uống cạn đồ khổng phàn rượu ngon càn đừng chết ta dừng mỏi mền ta yêu sao ù mế tình yêu trôi trôi ôm thể thay chạm môi tình yêu đi ta yêu feel ngừng ta đầu kia gió thể quên quên kia ta nhời maybe i don t know why i don t know why i don t know why vui sao hay hăm lạ coi tiếng hòa vui sao hay hăm lạ coi hai ta chế đường mong trở tầm sống tạm làn giá dơ say mến riêu quên đi bao giấc yêu kiều đi phố tiếng tình vùi kí ức trốn sâu cất dấu đầu what i feel đau yêu i need your healing how are you sao giấc mơ ta khổ sợ nãy lát liệu yêu yêu đợi chờ suốt đêm ta i hope you re happy please don t say sorry i hope you re happy but not like how you always be you leave me all alone đường đường chia hai giấc mơ tường suy ta mãi bóng chi ta hằng đầu kia trai gió thể quên đi quên nhảy baby i don t know why i don t know why yeah vui buồn hay sao hay hăng trời lạ coi tiếng hồn lo vui buồn hay sao hay hăng trời lạ coi ta buồn tương,buồn
Mùa Mưa Ấy,ta đôi bờ vai run khẽ run tư đông tàn hẹn hò ban đầu trái tim trái tim quặn đau hợp tan bao ánh mắt mưa ướt vai góc phố quen tình cờ mưa xao xuyến mùa mưa trôi kí ức ngây ngô làn hơi ấm ta trao giây phút đầu liệu mưa thương đôi câu thơ gót mưa dần tan biến trời xanh mùa mưa lẽ vui đượm buồn hai đứa hôn đầu tiên tình cờ mưa nỗi đau buồn,buồn
Hoa Sữa,gió thu tràn phố đón mùa hè thơm nồng nàn hoa sữa rơi ngỡ hôm gió ấm tan dần mùa hè đi màu hoa màu trắng tươi đi hé môi hương làn gió lẫn mùi hoa sữa thơm nắm đi phố hoa sữa rơi vây quanh đường đi hoa sữa đợi chờ gió đem hương hoa sữa rơi nhặt mái tóc hoa sữa sao đếm cánh hoa x hoa rơi sân chân sương hoà tan bụi phấn tàn phai mùi hương lá vàng hôm vương vấn mùa thu dắt đi thăng trầm đứa đầu tiên ngào ký ức dần vệt nắng ủ rũ in tường màu trắng hà nội cũ nắm vắng phố đắm say ngắm cánh hoa tàn gió mùa thu gió thu tràn phố đón mùa hè thơm nồng nàn hoa sữa rơi ngỡ hôm gió ấm tan dần mùa hè đi màu hoa màu trắng tươi đi hé môi hương làn gió lẫn mùi hoa sữa thơm nắm đi phố hoa sữa rơi vây quanh đường đi hoa sữa đợi chờ gió đem hương hoa sữa rơi nhặt mái tóc hoa sữa sao đếm cánh hoa x vội vã chút nắng phai giao mùa nhắc mùa thu yêu i can anything màu hoa nhặt mái tóc mãi mùa thu baby i miss u màu hoa sữa rơi thể can u feel me trôi tiếng lá rơi chân yên bình mùa thu,buồn
Tim Vỡ,thức giấc mơ nỗi gào thét xé nát tim giây giây giây tiếng chìm yếu đuối đời lắm mệt nhoài suy khắc nỗi tồn giấc mơ lỡ mai đôi chân cớ giải thoát lối kí ức bao ngào kỉ niệm cất gọn tim hai phương trời sóng liên lạc thông vương vấn nghĩa quên mong tương xứng kẻ yếu đuối đừng đừng tim dày vò mãi ủ rũ tình ta quyền yêu dõi chiều gió dòng nhật kí sao muôn vàn khó đừng tim ngõ mắt đan thành nút thắt tâm hồn xiết chặt vết thương khúc mắc đi hạnh phúc mong đừng lầm tưởng đón cung đường hứa hẹn hoa nở cặp thành đôi góc tối dần mỏi kết thúc mệt lưng dang dở tim tan vỡ khoảnh khắc ngờ tim vỡ ánh mắt đi tim vỡ tiếc nuối tim vỡ tan tim vỡ ánh mắt đi tim vỡ tiếc nuối tim vỡ tan bao đầu sống sống yêu yêu thể lí trí lẽ học cam mong bến đỗ tim chỗ chẳng thao thức đành dối đau nhói chấm mây đen giăng lối trôi làn mây khói tầm chân trời đống vần hồi kết hình bóng thời thương đôi mắt chẳng đường đời thấm đẫm giọt lệ rơi bóng tối lối sâu mắt bầu trời xanh cất cất đi bình mai tình yêu vốn dĩ sai nhoè đi mắt trời rộng bời xứng bình yên xanh biếc lỗi phiền thắng nổi thân giây phút chìm đắm câu ân tình kết thúc bắt đầu tim vỡ ánh mắt đi tim vỡ tiếc nuối tim vỡ tan tim vỡ ánh mắt đi tim vỡ tiếc nuối tim vỡ tan bao đầu đi thương chi rắc rối cố quên đi tình đôi ta bận đi rất lựa cố quên cố quên vỏn vẹn hình bóng đi ta yêu uhm cố quên đi tình đôi ta tuyệt vời mặt đi rất chặng đường đời tắt lối cố quên cố quên ngoặt rời in sâu tim in sâu tim in sâu tim đường đời tắt lối ngoặt rời,buồn
níu duyên không thành,cảm hối hận ta chẳng giây phút gạt đi mong chẳng bây sai sai chẳng ta thầm trách nhân duyên ta lạ ta lầm lỗi kia níu duyên thành trái tim chẳng thể yêu xuân bao thấu đôi cãi vã rời đi bao chân thành chẳng hay duyên đôi ta hình bóng lấp trời trống vắng tựa làn hơi ấm trở tăm tối lưng thương hơi thở thương già yêu ta tất níu duyên duyên thiệt mấy tình lá xanh lá lìa cành chẳng ta thầm trách nhân duyên ta lạ ta lầm lỗi kia níu duyên thành trái tim chẳng thể yêu xuân bao thấu đôi cãi vã rời đi bao chân thành chẳng hay duyên đôi ta hình bóng lấp trời trống vắng tựa làn hơi ấm trở tăm tối lưng thương hơi thở thương già xuân bao thấu đôi cãi vã rời đi bao chân thành chẳng hay duyên đôi ta hình bóng lấp trời trống vắng tựa làn hơi ấm trở tăm tối lưng thương hơi thở thương già hơi thở thương già,buồn
Điều buồn nhất,thời gian trôi tối sao vội tim tan vỡ mãi giấc mơ yêu rất buồn yêu đơn phương mãi tổn thương sợ sợ buồn sợ khóc vờ khóc khóc buồn yêu rất buồn yêu đơn phương mãi tổn thương sợ sợ buồn sợ khóc vờ khóc khóc buồn sợ sợ buồn sợ khóc vờ khóc khóc buồn yêu yêu,buồn
Hai Phương Trời Cách Biệt,ánh nắng chiều thoáng phai hoàng hôn khơi thương xôi mãi muôn đời chiều khóc hồn góp câu thề chia ly cố nuốt bao nhiêu lệ duyên kiếp đi hẹn đừng ước mơ tê tái mong chờ chiều thu xao xuyến thương tình xưa dĩ vãng tình yêu giấc mơ nhắn gió trao đôi hai đứa hai phương trời,buồn
Giọt Lệ Đài Trang,xưa lá ngọc cành vàng xưa quyền quý xưa ước xây đời đỉnh nhân gian xưa mến nhạc yêu đàn xưa nghệ sĩ lang thang xưa đèo bồng mơ đẹp lầu hoa đ k hôm nàng đem tiếng hát cung đàn niềm yêu lai láng than ôi bẽ bàng bao tiếng hát cung đàn chẳng màng chê chán đời lắm phũ phàng mượn tiếng hát cung đàn quên niềm đau dĩ vãng hay bao giông tố lan tràn gác tía huy hoàng xiu đổ mặn lá ngọc cành vàng quyền quý hỡi xưa bây phiêu bạt trần gian tiếng nhạc cung đàn đời nghệ sĩ thênh thang xưa khóc thoáng buồn thương dòng lệ đài trang,buồn
Doitra,dối trá tốn tất dối trá all these emotions are fake đôi ta phôi pha đừng tình chìm đắm oh i dont care đành giấu đi nỗi đaux sâu tận đôi mắt kia liệu tâm trí đi làn khói vút tầng mây xoay vòng đôi lạnh giá cố gắng ánh sao thể níu thời gian kia mơ mộng tell me now why u wastin ma time nhũng kí ức xưa thể hay rời đi i cant handle this pain điệu nhảy ngừoi đừng buông chẳng thể phôi pha mai sao sâu vòng xoáy sao trôi x dipp quên đi bao đêm trôi lặng thầm đi kí ức đem trao đi màu trời tắt bao yêu thương kia vội rờiii tất doitra trò cố gắng níu giấc mơ sao lẽ gã khờ yêu sao câu mưa rơi hàng mi lệ nhòa mùi hương đi vội vàng vết cứa sâu hằn tim my heart feelin empty mãi mãi chẳng câu thề,buồn
Vầng Trăng Khóc,ko yêu hỡi xưa đôi ta ko rời cát biển đêm hát vu vơ mấy câu tình ca trái tim buồn thương đau xót sao đôi ta mau chia lìa đời giông bão đắng cay trôi mau tình nồng đừng mong đừng thương tiếc chi đau tình ta phôi pha đơn côi vầng trăng khóc sao rơi sông tiếc tiếc bao yêu thương trao gió đông buồn khóc chi mai chia li đôi đường tình yêu đi mấy vui muôn đời duyên mau quên đi bao ân tình chúc quen yêu đừng mong đừng thương tiếc chi đau tình ta phôi pha mai ko quên êm đềm tình yêu xưa trao giấc mơ đầu,buồn
Đâu Chỉ Riêng Mình Anh,ngào nụ hôn nồng say chi đừng yêu chi niềm kia sống lặp bao nhiêu yêu dỗi hờn sao ta cố gắng kiềm chế mỉm cười cảm giác khổ đau bật khóc vô tình suy yếu đuối đau,buồn
Tri Kỉ Bất Đắc Dĩ,ta liệu trái tim hai ta khờ dại yêu đời ngắn hai ta vội vàng lạc đêm mưa muộn màng nguyện cầu bình yên thương hai ta tri kỷ đi suy mưa chiều ta tái tê đơn thương hai ta tri kỷ thương mong sống vui tươi duyên mấy ngờ nguyên giây phút ấm áp thắm nồng nguyên đêm màu hồng mãi ta níu kéo mãi chốn cháy đối kết chẳng sao cố gắng chấm quên đi chẳng thay đổi sao đối diện tri kỷ sao đời sao gọi tri kỉ tình chấm hôm đành bao nhiêu suy vùi lắp say gọi niềm đau kiểm soát an ủi tâm giao lối thoát thay cố gắng chẳng thể đời ngắn hai ta vội vàng lạc đêm mưa muộn màng nguyện cầu bình yên thương hai ta tri kỷ đi suy mưa chiều ta tái tê đơn thương hai ta tri kỷ thương mong sống vui tươi duyên mấy ngờ thương hai ta tri kỷ đi suy mưa chiều ta tái tê đơn thương hai ta tri kỉ thương mong sống vui tươi duyên mấy ngờ trôi dừng tạm biệt giây phút đôi môi chậm môi đơn lẻ loi đời cảm vui,buồn
pháo hoa buồn,yêu sống trọn đời mãi đổi thay hay đêm hằng mong xe hoa kia lang thang phố khuya bóng đêm lụi tàn lặng lẽ thời gian vui quặn đau đơn giá băng lỗi lỗi sai lỗi đau long tha lỗi lầm tha thành cố giấu mắt tuôn rơi xưa trao toàn dối trá thiêu thân lao lối uống đi say quên đi dĩ vãng tất bao đam mê buồn vui giấu kín thương đau thể xóa pháo hoa tung bay đường thắt gió đông đi trở,buồn
Chưa Nói Cùng Anh,tiếng yêu ban đầu quen sắc hương ngàn hoa trăng gió bao mộng mơ ðể dệt muôn thơ câu ân tình chẳng dũng cảm xao xuyến khúc hát vang đường sức sống vui bao sao tình thiết tha đi lễ tơ hồng vui đôi xinh xắn mái gia đình êm ấm tiếng nô đùa trẻ thơ tung chi buồn đành câm nín vùi chôn sao tình nín câm làn môi sợ yêu khổ,buồn
nét buồn thời chiến,mắt buồn chiến quê hương tóc màu hỏa châu vương quê phố hương bờ mi đỏ buồn trắng bao canh trường mắt buồn chiến quê hương tóc màu hỏa châu vương đêm súng nổ tim tan vỡ buồn loài đau thương đêm thức trọn đêm vương bãi chiến giặc thù phơi thây mãi chiến công tặng hôm mắt buồn chiến quê hương tóc màu hỏa châu vương gieo khói lửa u hoài muôn thuở buồn buồn quê hương,buồn
Cô Ta,yêu ta ta thích soda bạc hà cắn tê buốt ta thích star bắn flow ta nuốt trọn beat đêm ta phê ta phê ta win chẳng đi ta chill sofa bed thất la hét chậm ta biến ko hề chút dấu vết nuốt triệu lyric sadi xấu nết mặc bão tố giá rét ha sad sadiman yo đêm sadiman high yo sadiman chẳng mai dường lắm kẻ gièm pha tích h đêm cửa ko thèm khóa ta thang máy đi tầng thượng bắn xúc xắc phòng tắm bình hay nắm chặt khẩu súng lục phê ánh đèn pha nhấp nháy xe ta hay ướt hàng hiệu ta thẻ ngân hàng nợ quần lót chanel son bóng gucci ta hay khóc doggy doggy doggg ghét ta ta mô tả ta vẻ bề dối trá cố gắng lộ tất nhắn insta mật khẩu ta dãy kì lạ ta điện thoại miss call ta chẳng gọi ta hay đi nghỉ ta sống thoải mái nghề massage ngũ gã trai yêu ta hay yêu lưỡi ta bartender trộn lẫn sting cocacola giật kẻ thần kinh mập mờ ánh đèn led thân hình xinh thả tóc gáy ta ta dính chặt sàn ngước mắt đấng thần linh miệng chảy soda bờ mông rung rẩy hành tinh vòng ta kẹp di hành trình ướt đẫm mồ hôi kèm mùi dollar trái cherry lắc lư nhô ghét ta lưng sấu chín ghế sofa ta thang máy đi tầng thượng bắn xúc xắc phòng tắm bình hay nắm chặt khẩu súng lục phê ánh đèn pha nhấp nháy xe ta hay ướt hàng hiệu ta thẻ ngân hàng nợ quần lót chanel son bóng gucci ta hay khóc doggy doggy doggg,buồn
Sắp 30,chặng đường gió thoảng xuân dần đơn tối chẳng yêu sợ chia đôi đứng chênh vênh đời đấy sợ tóc vai bạc mấy sợi đổi thay liệu nắm mộng mơ hay trưởng thành xưa đùa vui mưa nhiêu trời đổ thân gánh vác đời tình yêu đầu tiên ngã rẽ đời thương tàn nhẫn yếu đuối lo toan mệt nhoài mắt rơi tâm hồn giấu nụ cười mẽ tiếp vẫy biển trời đừng tổn thương yêu sợ mẹ già thương giấc ngủ đêm chẳng tròn đi chẳng mấy chẳng sống hàng vạn lý chạm sâu gục ngã chới hay trời đổ mưa đón tranh sóng gió cầu vồng đôi yếu đuối lo toan mệt nhoài mắt rơi tâm hồn giấu nụ cười mẽ tiếp vẫy biển trời đừng tổn thương yêu đừng tổn thương yêu,buồn
Khi Giấc Mơ Về,giấc mơ trở đón đường xưa ta ta mơ giấc mơ thiên đường đi buồn khóc hay bao đêm thức mắt vơi khóc đêm hôm đêm chẳng chia tiếc thay mộng mơ mãi mộng mơ chẳng thiên đường bao trách đi đường ta chẳng thể bao ðuờng gập ghềnh đi đường đi đứng chẳng chi chẳng buồn khóc hay tim yêu mãi mơ giấc mơ muôn đời chẳng trách đi đường ta chẳng thể bao,buồn
Mỹ Tâm - Tình Em Còn Mãi,sao trời chiều trượt gian ta bao yêu thương vấn vương trăng sao chứng ta tình mãi vườn xưa dấu yêu xưa bao yêu thương tình nồng ấm vai thời gian dần xóa vườn yêu dấu chân sao ta yêu thương quên tình rất vui đêm khóc thầm tình yêu sao bao trông cay bao chua cay đẹp mơ đi mãi bóng dáng ánh mắt tiếng trôi dần chân mây khắp phương trời lệ tuôn rơi sao thời gian bao đêm trôi ôm tình tình mãi vốn ấm áp thương tình đôi ta chia mong đừng thời gian dần xóa vườn yêu dấu chân sao ta yêu thương quên tình rất vui đêm khóc thầm tình yêu sao bao trông cay bao chua cay đẹp mơ đi mãi bóng dáng ánh mắt tiếng trôi dần chân mây khắp phương trời lệ tuôn rơi sao thời gian bao đêm trôi ôm tình tình mãi vốn ấm áp thương thương tình đôi ta chia mong yên vui quên đi mãi bóng dáng ánh mắt tiếng trôi dần chân mây khắp phương trời lệ tuôn rơi sao thời gian bao đêm trôi ôm tình tình mãi vốn ấm áp thương tình đôi ta chia mong yên vui quên tình đôi ta chia mong yên vui đừng,buồn
xin lỗi,trưởng thành khỏe ơn cưu cố định bất kỳ rời đi tất nhiên sai sai sai thất tình ước lỗi bình an lướt thời gian mắt mờ sợ sao dòng sông hối hận trào tuôn bất tận lỗi,buồn
Khóc,tình tan vỡ đêm giấc mơ xưa xưa ấm êm ngờ gió sương vây kín che lấp ánh chân trời mắt tràn bờ mi đau xót trái tim khóc lặng câm sao tình mãi chờ chờ yêu xưa mong mãi đi trời mưa phùn rơi thấm ướt đường lặng bóng lệ cay khóe đi trở mắt vết thương đau sao khóc sao chẳng xưa lệ cay khóe đi giấc mơ chôn giấu ký ức êm đềm đi mãi yêu chẳng,buồn
Giá Như Em Trở Về,mây bay thoáng mưa mong dáng xưa hôm đau buồn khóc đi a chẳng thể cười ánh nắng hong khô hàng mi đêm a nhòe a sai kí ức đẹp xưa thể ta bắt đầu e chẳng rời hôm phút chốc a hỡi xưa bao trở chiều cảm xúc cánh diều bay vút mây bay a hay vô vọng nguyêch ngoạc giấy bút cố lục lọi kí ức giây phút mưa đầu hè dường lặng lẽ xóa đi dấu chân mái tóc vuốt ve dừng đường ướt chút bang khuâng ngước ước ngu ngốc khóc trông ngóng sao sống thể ta bắt đầu chẳng rời hôm phút chốc hỡi xưa bao trở a e đi đường a tất đêm lạnh bình minh trở giơ a chẳng thể ta bắt đầu chẳng rời hôm phút chốc hỡi xưa bao trở,buồn
Hoang Mang,câu bờ môi trao hề yêu mơ mộng lạnh lùng băng giá tim đêm ôm khuya nhức nhối đêm nằm mơ mơ tình ta xinh thơ ánh trăng soi màn đêm rủ tình yêu thềm sao hoang tình miên man gió thét gào hững hờ buồn mãi chờ mai đường lối ân tình tuyệt vời tình yêu phút đầu phép màu sưởi ấm cõi nỗi sầu mai mùa đông trôi nụ cười rạng ngời môi thiết tha,buồn
nếu ngày ấy,ngẩn ngơ thẫn thờ chiều ê a chẳng ngây thơ hồn nhiên đôi mắt yêu ngại ngùng chẳng dám câu tình vơi bóng nhạt nhòa trôi ngỏ thương yêu đậm sâu nắm đi mùa đông rét buốt chàng trai đêm ước ao nắng hay mưa sao câu đẹp bóng nhạt nhòa trôi ngỏ thương yêu đậm sâu nắm đi mùa đông rét buốt chàng trai đêm ước ao nắng hay mưa sao câu đẹp tiếng cười đi ngậm ngùi ánh mắt cười bao tiếc nuối chiều gió lá lao xao tình yêu thành chiêm bao giấc mơ êm đềm ngỏ thương yêu đậm sâu ngỏ thương yêu đậm sâu nắm đi mùa đông rét buốt chàng trai đêm ước ao nắng hay mưa sao câu đẹp nắng hay mưa sao câu đẹp,buồn
Cành Hoa Trắng,đàn chim tóc trắng bay trần gian báo nàng giáng hương nàng cung vắng đêm đầu trăng phá then vàng vườn hoang gian tràn dâng niềm thương tiếng hát sui tình duyên bao nhiêu nàng tiên nỉ non huyên náo thiên đường lạnh lẽo trời tiên nữ đầu thai thành hoa đêm mờ hoa nở chóng phai đêm tối ôm cành hoa tả tơi bóng in gác đời lẻ loi,buồn
Giang Hải Không Độ Nàng,phật ca dao sao độ nàng tiếng mõ che đi vạn phàm bỉ ngạn hoa phủ tương tư đường xưa loang lổ vết máu mộng nàу chết đoạn khúc tơ sầu trùng phùng giang hải thâm sâu nàng quaу đầu nàng cố chấp phật thủу triều phi điểu baу trần gian ố nguуện kiếp độ nàng thoát tam đồ hồng trần lâm lу vạn trang kinh chẳng mong nhòa đi lẽ trăm ta chẳng thấу nàng ngàу hoa khai chờ mong bần gõ mõ đường chùa nàу vắng cười giang hải đi nàng thấу уên bình lạc hoa hữu haу vô tình chảу chờ ngàу âm dương thê lương phật chẳng trông thấу hắn độ nàng thoát luân hồi,buồn
